,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
571,181, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.0,Jeremy&TheGospelOfChange#8201,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
572,182, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,mafer_cordovas#1034,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
573,183,attend engag book club second chapter call ,for attending and engaging with the book club's second chapter call ,3.0,PôpLine#9450,2022-05-25T22:00:00.000Z,['attendance']
574,184, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",1.0,RachaelMalachy#5837,2022-05-26T22:00:00.000Z,['discussion']
575,185, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,mafer_cordovas#1034,2022-05-06T22:00:00.000Z,"['work', 'share', 'twitter']"
576,186, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,BiancaGadelha#2667,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
577,187, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,AmwFund#0979,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
578,188, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,mercedesrodsim#1317,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
579,189, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Lin#3884,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
580,190, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.0,ygg_anderson#4998,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
581,191, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,ygg_anderson#4998,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
582,192, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Yineisy Mota#1449,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
583,193, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,logonaut.eth#9437,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
584,194, john ellison richardblythman algovera ai five finalist common prize make time join today ama well put much work learn common stack design pattern common prepar nomin honor work anytim ," @John Ellison @richardblythman | Algovera.ai - the five finalists for the Commons Prize  - for making the time to join today's AMA as well as putting so much work into learning more about Commons Stack design patterns for a Commons and the preparation for your nominations. It will be an honor to work with any of you, anytime. ",21.0,Juankbell#7458,2022-05-26T22:00:00.000Z,"['attendance', 'work']"
585,195, john ellison richardblythman algovera ai five finalist common prize make time join today ama well put much work learn common stack design pattern common prepar nomin honor work anytim ," @John Ellison @richardblythman | Algovera.ai - the five finalists for the Commons Prize  - for making the time to join today's AMA as well as putting so much work into learning more about Commons Stack design patterns for a Commons and the preparation for your nominations. It will be an honor to work with any of you, anytime. ",21.0,John Ellison#5093,2022-05-26T22:00:00.000Z,"['attendance', 'work']"
586,196, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,Jeremy&TheGospelOfChange#8201,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
587,197, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,AmwFund#0979,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
588,198, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,mercedesrodsim#1317,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
589,199, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",1.0,BiancaGadelha#2667,2022-05-26T22:00:00.000Z,['discussion']
590,200, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",3.0,haxelax#8585,2022-05-26T22:00:00.000Z,['discussion']
591,201, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",3.0,bends#3537,2022-05-26T22:00:00.000Z,['discussion']
592,202, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Rodricast#1415,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
593,203, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Yineisy Mota#1449,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
594,204, john ellison richardblythman algovera ai amaz project work make final round common prize prepar help commun learn mission posit impact creat space super excit work build 🙏🏽 ,"@John Ellison @richardblythman | Algovera.ai for all the amazing projects you're working on, making it to the final round of Commons Prize, and all the preparation you do to help our community learn more about your mission and the positive impact you create in this space. We're super excited to work and build with any of you! 🙏🏽 ",11.2,John Ellison#5093,2022-05-26T22:00:00.000Z,['work']
595,205, john ellison richardblythman algovera ai amaz project work make final round common prize prepar help commun learn mission posit impact creat space super excit work build 🙏🏽 ,"@John Ellison @richardblythman | Algovera.ai for all the amazing projects you're working on, making it to the final round of Commons Prize, and all the preparation you do to help our community learn more about your mission and the positive impact you create in this space. We're super excited to work and build with any of you! 🙏🏽 ",13.65,Juankbell#7458,2022-05-26T22:00:00.000Z,['work']
596,206, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,mafer_cordovas#1034,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
597,207,also attend bookclub beat prais everyon ,for also attending the bookclub and beating me to praise everyone! ,3.0,graial#0787,2022-05-18T22:00:00.000Z,['attendance']
598,208, attend week  book club review chapter  david bollier book think like common 🤓 📚 ,  for attending week 2 of the book club reviewing chapter 1 of David Bolliers book thinking like a commoner! 🤓 📚 ,3.0,usamaahmed#9991,2022-05-18T22:00:00.000Z,['attendance']
599,209, attend week  book club review chapter  david bollier book think like common 🤓 📚 ,  for attending week 2 of the book club reviewing chapter 1 of David Bolliers book thinking like a commoner! 🤓 📚 ,3.0,liviade#1387,2022-05-18T22:00:00.000Z,['attendance']
600,210, john ellison richardblythman algovera ai effort put present commun nomin common prize bravo 🙌 ✨ , @John Ellison   @richardblythman | Algovera.ai for all the effort you have put into presenting the communities nominated for the Commons Prize! BRAVO! 🙌 ✨ ,11.2,John Ellison#5093,2022-05-26T22:00:00.000Z,
601,211, john ellison richardblythman algovera ai effort put present commun nomin common prize bravo 🙌 ✨ , @John Ellison   @richardblythman | Algovera.ai for all the effort you have put into presenting the communities nominated for the Commons Prize! BRAVO! 🙌 ✨ ,13.65,Juankbell#7458,2022-05-26T22:00:00.000Z,
602,212, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,graial#0787,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
603,213, nick fiorξnza john ellison blockchain socialist ⬛🟥⬛ present nomin common prize today vote parti great get ask question real time hear vision commun ,@Nick FIORΞNZA @John Ellison @The Blockchain Socialist ⬛🟥⬛ for presenting their nominations for the Commons Prize in today's voting party! It was great to get to ask questions in real time and hear more about your visions of these communities. ,3.0,Nick FIORΞNZA#8698,2022-05-15T22:00:00.000Z,['discussion']
604,214, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Shaun#4583,2022-05-06T22:00:00.000Z,"['work', 'share', 'twitter']"
